year,make,model,veh_class,eng_size,cly,trans,fuel,fuel_cons,hwy_lkm,comb_lkm,comb_mpg,emissions
2000,acura,1.6el,compact,1.6,4,A4,X,9.2,6.7,8.1,35,186
2000,acura,1.6el,compact,1.6,4,M5,,8.5,6.5,7.6,37,175
2000,acura,3.2tl,mid-size,3.2,6,AS5,Z,12.2,7.4,10,28,230
2000,acura,3.5rl,mid-size,3.5,6,A4,Z,13.4,9.2,11.5,25,264
2000,acura,integra,subcompact,1.8,4,A4,X,10,7,8.6,33,198
2000,acura,integra,subcompact,1.8,4,M5,X,9.3,6.8,8.2,34,189
2000,acura,integra gsr/type r,subcompact,1.8,4,M5,Z,9.4,7,8.3,34,191
2000,acura,nsx,subcompact,3,6,AS4,Z,13.6,9.2,11.6,24,267
2000,acura,nsx,subcompact,3.2,6,M6,Z,13.8,9.1,11.7,24,269
2000,audi,a4,compact,1.8,4,A5,Z,11.4,7.2,9.5,30,218
2000,audi,a4,compact,1.8,4,M5,Z,9.7,6.8,8.4,34,193
2000,audi,a4,compact,2.8,6,A5,Z,13,8.2,10.8,26,248
2000,audi,a4,compact,2.8,6,M5,Z,11.7,7.5,9.8,29,225
2000,audi,a4 quattro,compact,1.8,4,A5,Z,12.1,7.7,10.1,28,232
2000,audi,a4 quattro,compact,1.8,4,M5,Z,10.7,7.5,9.3,30,214
2000,audi,a4 quattro,compact,2.8,6,A5,Z,13.3,8.5,11.1,25,255
2000,audi,a4 quattro,compact,2.8,6,M5,Z,12.7,8.7,10.9,26,251
2000,audi,a6,mid-size,2.8,6,A5,Z,13.4,8.6,11.2,25,258
2000,audi,a6 avant quattro,station wagon: mid-size,2.8,6,A5,Z,13.8,9.1,11.7,24,269
2000,audi,a6 quattro,mid-size,2.7,6,A5,Z,13.6,9,11.5,25,264
2000,audi,a6 quattro,mid-size,2.7,6,M6,Z,13.6,9.1,11.6,24,267
2000,audi,a6 quattro,mid-size,2.8,6,A5,Z,13.8,9.1,11.7,24,269
2000,audi,a6 quattro,mid-size,2.8,6,M5,Z,13,9.2,11.3,25,260
2000,audi,a6 quattro,mid-size,4.2,8,A5,Z,13.9,9.1,11.7,24,269
2000,audi,a8 quattro,mid-size,4.2,8,A5,Z,13.9,9.1,11.7,24,269
2000,audi,s4 quattro,compact,2.7,6,A5,Z,13.6,9,11.5,25,264
2000,audi,s4 quattro,compact,2.7,6,M6,Z,13.6,9.1,11.6,24,267
2000,audi,tt coupe quattro,minicompact,1.8,4,M5,Z,11.6,7.6,9.8,29,225
2000,audi,tt coupe quattro (supercharged),minicompact,1.8,4,M6,Z,11.6,7.7,9.8,29,225
2000,audi,tt roadster,two-seater,1.8,4,M5,Z,10.9,7.3,9.3,30,214
2000,audi,tt roadster quattro (supercharged),two-seater,1.8,4,M6,Z,11.6,7.7,9.8,29,225
2000,bmw,323 convertible,compact,2.5,6,A5,Z,13,8.9,11.2,25,258
2000,bmw,323 convertible,compact,2.5,6,M5,Z,12.4,8.6,10.7,26,246
2000,bmw,323ci,compact,2.5,6,A5,Z,12.3,7.8,10.3,27,237
2000,bmw,323ci,compact,2.5,6,M5,Z,11.5,7.5,9.7,29,223
2000,bmw,323i,compact,2.5,6,A5,Z,12.3,7.8,10.3,27,237
2000,bmw,323i,compact,2.5,6,M5,Z,11.5,7.5,9.7,29,223
2000,bmw,328ci,compact,2.8,6,A5,Z,12.4,7.9,10.4,27,239
2000,bmw,328ci,compact,2.8,6,M5,Z,11.5,7.5,9.7,29,223
2000,bmw,328i,compact,2.8,6,A5,Z,12.4,7.9,10.4,27,239
2000,bmw,328i,compact,2.8,6,M5,Z,11.5,7.5,9.7,29,223
2000,bmw,528i,compact,2.8,6,A4,Z,13,8.4,10.9,26,251
2000,bmw,528i,compact,2.8,6,M5,Z,11.5,7.5,9.7,29,223
2000,bmw,528i touring,station wagon: small,2.8,6,A4,Z,13,8.4,10.9,26,251
2000,bmw,528i touring,station wagon: small,2.8,6,M5,Z,12.9,8.3,10.8,26,248
2000,bmw,540i,compact,4.4,8,A5,Z,13.1,8.8,11.2,25,258
2000,bmw,540i,compact,4.4,8,M6,Z,14.7,9.1,12.2,23,281
2000,bmw,540i touring,station wagon: small,4.4,8,A5,Z,13.9,10.1,12.2,23,281
2000,bmw,740i,mid-size,4.4,8,A5,Z,13.8,9.2,11.7,24,269
2000,bmw,740il,full-size,4.4,8,A5,Z,13.8,9.2,11.7,24,269
2000,bmw,750il,full-size,5.4,12,A5,Z,17.3,10.8,14.4,20,331
2000,bmw,m coupe,two-seater,3.2,6,M5,Z,12.4,8.5,10.6,27,244
2000,bmw,m roadster,minicompact,3.2,6,M5,Z,12.4,8.5,10.6,27,244
2000,bmw,m5,compact,4.9,8,M6,Z,17.7,10.4,14.4,20,331
2000,bmw,x5,suv,4.4,8,A5,Z,13.3,8.6,11.2,25,258
2000,bmw,z3,subcompact,2.5,6,A4,Z,12.5,8.3,10.6,27,244
2000,bmw,z3,subcompact,2.5,6,M5,Z,11.9,8,10.1,28,232
2000,bmw,z3,subcompact,2.8,6,A4,Z,12.4,8.4,10.6,27,244
2000,bmw,z3,subcompact,2.8,6,M5,Z,12.4,8.4,10.6,27,244
2000,bmw,z8,two-seater,4.9,8,M6,Z,17.4,11.1,14.6,19,336
2000,buick,century,mid-size,3.1,6,A4,X,11.6,7.3,9.7,29,223
2000,buick,lesabre,full-size,3.8,6,A4,X,12.3,7.3,10,28,230
2000,buick,park avenue,full-size,3.8,6,A4,X,12.8,7.7,10.5,27,242
2000,buick,park avenue #,full-size,3.8,6,A4,Z,13.5,8,11,26,253
2000,buick,regal,mid-size,3.8,6,A4,X,12,7.4,9.9,29,228
2000,buick,regal #,mid-size,3.8,6,A4,Z,13.5,8,11,26,253
2000,cadillac,catera,mid-size,3,6,A4,Z,13.1,8.8,11.2,25,258
2000,cadillac,deville,full-size,4.6,8,A4,Z,13.9,8.1,11.3,25,260
2000,cadillac,eldorado,mid-size,4.6,8,A4,Z,13.9,8.1,11.3,25,260
2000,cadillac,escalade 4x4,suv,5.7,8,A4,X,19.2,13.4,16.6,17,382
2000,cadillac,seville,mid-size,4.6,8,A4,Z,13.9,8.1,11.3,25,260
2000,chevrolet,astro awd cargo,van: cargo,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,chevrolet,astro awd passenger,van: passenger,4.3,6,A4,X,15.7,11.4,13.8,20,317
2000,chevrolet,astro cargo,van: cargo,4.3,6,A4,X,14.5,10.8,12.8,22,294
2000,chevrolet,astro passenger,van: passenger,4.3,6,A4,X,15.9,11.9,14.1,20,324
2000,chevrolet,blazer,suv,4.3,6,A4,X,14.5,10.8,12.8,22,294
2000,chevrolet,blazer,suv,4.3,6,M5,X,14.6,9.9,12.5,23,288
2000,chevrolet,blazer 4x4,suv,4.3,6,A4,X,15.2,11.1,13.4,21,308
2000,chevrolet,blazer 4x4,suv,4.3,6,M5,X,16.9,12.4,14.9,19,343
2000,chevrolet,c1500 silverado,pickup truck: standard,4.3,6,A4,X,15.9,11.9,14.1,20,324
2000,chevrolet,c1500 silverado,pickup truck: standard,4.3,6,M5,X,16.7,12.3,14.7,19,338
2000,chevrolet,c1500 silverado,pickup truck: standard,4.8,8,A4,X,14.6,10.4,12.7,22,292
2000,chevrolet,c1500 silverado,pickup truck: standard,4.8,8,M5,X,17.1,11,14.4,20,331
2000,chevrolet,c1500 silverado,pickup truck: standard,5.3,8,A4,X,15,10.8,13.1,22,301
2000,chevrolet,c2500 silverado,pickup truck: standard,5.3,8,A4,X,16.1,12,14.3,20,329
2000,chevrolet,c2500 silverado,pickup truck: standard,6,8,A4,X,19.4,13.6,16.8,17,386
2000,chevrolet,camaro,subcompact,3.8,6,A4,X,12.4,7.5,10.2,28,235
2000,chevrolet,camaro,subcompact,3.8,6,M5,X,12.2,7.1,9.9,29,228
2000,chevrolet,camaro,subcompact,5.7,8,A4,Z,13.8,9.1,11.7,24,269
2000,chevrolet,camaro,subcompact,5.7,8,M6,Z,13.1,8.1,10.8,26,248
2000,chevrolet,cavalier,subcompact,2.2,4,A4,X,10.2,6.9,8.7,32,200
2000,chevrolet,cavalier,subcompact,2.2,4,M5,X,10.8,6.5,8.9,32,205
2000,chevrolet,cavalier,subcompact,2.4,4,A4,X,11,7.4,9.4,30,216
2000,chevrolet,cavalier,subcompact,2.4,4,M5,X,10.7,6.5,8.8,32,202
2000,chevrolet,cavalier bifuel,subcompact,2.2,4,A3,X,10.4,7.5,9.1,31,209
2000,chevrolet,corvette,subcompact,5.7,8,A4,Z,13.9,9.1,11.7,24,269
2000,chevrolet,corvette,subcompact,5.7,8,M6,Z,12.8,7.9,10.6,27,244
2000,chevrolet,g15/g25 chevy van,van: cargo,4.3,6,A4,X,16,11.9,14.2,20,327
2000,chevrolet,g15/g25 chevy van,van: cargo,5,8,A4,X,16.4,11.8,14.3,20,329
2000,chevrolet,g15/g25 chevy van,van: cargo,5.7,8,A4,X,17.4,12.7,15.3,18,352
2000,chevrolet,g1500/g2500 chevy express,van: passenger,4.3,6,A4,X,16.5,12.2,14.6,19,336
2000,chevrolet,g1500/g2500 chevy express,van: passenger,5,8,A4,X,16.7,12.3,14.7,19,338
2000,chevrolet,g1500/g2500 chevy express,van: passenger,5.7,8,A4,X,18.7,13.6,16.4,17,377
2000,chevrolet,impala,full-size,3.4,6,A4,X,12.1,7.2,9.9,29,228
2000,chevrolet,impala,full-size,3.8,6,A4,X,12,7.4,9.9,29,228
2000,chevrolet,k1500 silverado 4x4,pickup truck: standard,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,chevrolet,k1500 silverado 4x4,pickup truck: standard,4.3,6,M5,X,16.9,12.4,14.9,19,343
2000,chevrolet,k1500 silverado 4x4,pickup truck: standard,4.8,8,A4,X,15.6,12,14,20,322
2000,chevrolet,k1500 silverado 4x4,pickup truck: standard,4.8,8,M5,X,18.2,12.5,15.6,18,359
2000,chevrolet,k1500 silverado 4x4,pickup truck: standard,5.3,8,A4,X,16.2,12.3,14.4,20,331
2000,chevrolet,k1500 tahoe 4x4,suv,5.7,8,A4,X,19.1,13.6,16.6,17,382
2000,chevrolet,lumina/monte carlo,mid-size,3.4,6,A4,X,12.1,7.2,9.9,29,228
2000,chevrolet,lumina/monte carlo,mid-size,3.8,6,A4,X,12,7.4,9.9,29,228
2000,chevrolet,malibu,mid-size,3.1,6,A4,X,11.6,7.3,9.7,29,223
2000,chevrolet,metro,subcompact,1,3,M5,X,6,4.5,5.3,53,122
2000,chevrolet,metro,subcompact,1.3,4,A3,X,7.8,6.2,7.1,40,163
2000,chevrolet,metro,subcompact,1.3,4,M5,X,6.4,4.9,5.7,50,131
2000,chevrolet,new c1500 suburban,suv,5.3,8,A4,X,17.1,12.5,15,19,345
2000,chevrolet,new c1500 tahoe,suv,4.8,8,A4,X,16.9,12.7,15,19,345
2000,chevrolet,new c1500 tahoe,suv,5.3,8,A4,X,17.1,12.5,15,19,345
2000,chevrolet,new k1500 tahoe 4x4,suv,4.8,8,A4,X,16.9,12.7,15,19,345
2000,chevrolet,new k1500 tahoe 4x4,suv,5.3,8,A4,X,17.1,12.6,15.1,19,347
2000,chevrolet,s10,pickup truck: small,2.2,4,A4,X,12.3,8.4,10.5,27,242
2000,chevrolet,s10,pickup truck: small,2.2,4,M5,X,10.8,7.4,9.3,30,214
2000,chevrolet,s10,pickup truck: small,4.3,6,A4,X,13.8,9.7,12,24,276
2000,chevrolet,s10,pickup truck: small,4.3,6,M5,X,14.4,9.7,12.3,23,283
2000,chevrolet,s10 4x4,pickup truck: small,4.3,6,A4,X,15.1,10.9,13.2,21,304
2000,chevrolet,s10 4x4,pickup truck: small,4.3,6,M5,X,14.6,10.1,12.6,22,290
2000,chevrolet,tracker 4x4,pickup truck: small,2,4,A4,X,10.3,8.3,9.4,30,216
2000,chevrolet,tracker 4x4,pickup truck: small,2,4,M5,X,10.5,8.5,9.6,29,221
2000,chevrolet,tracker convertible 4x4,pickup truck: small,1.6,4,M5,X,9.2,7.6,8.5,33,196
2000,chevrolet,tracker convertible 4x4,pickup truck: small,2,4,A4,X,10.3,8.4,9.4,30,216
2000,chevrolet,tracker convertible 4x4,pickup truck: small,2,4,M5,X,10.5,8.5,9.6,29,221
2000,chevrolet,venture,pickup truck: small,3.4,6,A4,X,12.5,8.4,10.7,26,246
2000,chrysler,300m,pickup truck: small,3.5,6,AS4,X,12.8,8.2,10.7,26,246
2000,chrysler,cirrus,pickup truck: small,2.4,4,A4,X,11.9,7.8,10.1,28,232
2000,chrysler,cirrus,pickup truck: small,2.5,6,A4,X,12.1,7.9,10.2,28,235
2000,chrysler,concorde,pickup truck: small,2.7,6,A4,X,11.7,7.5,9.8,29,225
2000,chrysler,concorde,pickup truck: small,3.2,6,A4,X,12.6,7.9,10.5,27,242
2000,chrysler,intrepid,pickup truck: small,2.7,6,A4,X,11.7,7.5,9.8,29,225
2000,chrysler,intrepid,pickup truck: small,2.7,6,AS4,X,11.7,7.4,9.8,29,225
2000,chrysler,intrepid,pickup truck: small,3.2,6,AS4,X,12.6,7.8,10.4,27,239
2000,chrysler,intrepid,pickup truck: small,3.5,6,AS4,X,12.8,8.2,10.7,26,246
2000,chrysler,lhs,pickup truck: small,3.5,6,A4,X,13.1,8.3,10.9,26,251
2000,chrysler,neon,pickup truck: small,2,4,A3,X,9.5,7,8.4,34,193
2000,chrysler,neon,pickup truck: small,2,4,M5,X,8.3,6.2,7.4,38,170
2000,chrysler,pt cruiser,pickup truck: small,2.4,4,A4,X,11.9,8.6,10.4,27,239
2000,chrysler,pt cruiser,pickup truck: small,2.4,4,M5,X,11.7,8.3,10.2,28,235
2000,chrysler,sebring,pickup truck: small,2.5,6,A4,X,12,7.8,10.1,28,232
2000,chrysler,sebring convertible,pickup truck: small,2.5,6,A4,X,12.1,7.9,10.2,28,235
2000,chrysler,sebring convertible,pickup truck: small,2.5,6,AS4,X,13.1,8.4,11,26,253
2000,chrysler,town & country,pickup truck: small,3.8,6,A4,X,13.6,9.1,11.6,24,267
2000,chrysler,town & country awd,pickup truck: small,3.8,6,A4,X,14.5,9.5,12.2,23,281
2000,daewoo,lanos,pickup truck: small,1.5,4,A4,X,9.9,5.9,8.1,35,186
2000,daewoo,lanos,pickup truck: small,1.5,4,M5,X,9,5.9,7.6,37,175
2000,daewoo,lanos,pickup truck: small,1.6,4,A4,X,10.2,6.4,8.5,33,196
2000,daewoo,lanos,pickup truck: small,1.6,4,M5,X,9.1,6,7.7,37,177
2000,daewoo,leganza,pickup truck: small,2.2,4,A4,X,11.9,7.8,10,28,230
2000,daewoo,leganza,pickup truck: small,2.2,4,M5,X,11.6,7.4,9.7,29,223
2000,daewoo,nubira,pickup truck: small,2,4,A4,X,10.6,7.1,9,31,207
2000,daewoo,nubira,pickup truck: small,2,4,M5,X,10.5,6.9,8.8,32,202
2000,daewoo,nubira wagon,pickup truck: small,2,4,A4,X,10.6,7.1,9,31,207
2000,daewoo,nubira wagon,pickup truck: small,2,4,M5,X,10.5,6.9,8.9,32,205
2000,dodge,caravan,pickup truck: small,3,6,A4,X,13,8.6,11,26,253
2000,dodge,caravan,pickup truck: small,3.3,6,A4,X,12.9,8.6,11,26,253
2000,dodge,caravan,pickup truck: small,3.8,6,A4,X,13.6,9.1,11.6,24,267
2000,dodge,caravan ffv,pickup truck: small,3.3,6,A4,X,12.9,8.6,11,26,253
2000,dodge,caravan ffv,pickup truck: small,3.3,6,A4,E,18.7,12.1,15.7,18,251
2000,dodge,dakota,pickup truck: small,3.9,6,A4,X,14.6,10.2,12.6,22,290
2000,dodge,dakota,pickup truck: small,3.9,6,M5,X,15.1,9.6,12.6,22,290
2000,dodge,dakota,pickup truck: small,4.7,8,A4,X,15.8,11,13.6,21,313
2000,dodge,dakota,pickup truck: small,4.7,8,M5,X,16.5,10.8,13.9,20,320
2000,dodge,dakota,pickup truck: small,5.9,8,A4,X,18.9,13.2,16.3,17,375
2000,dodge,dakota 4x4,pickup truck: small,3.9,6,A4,X,16.3,12.1,14.4,20,331
2000,dodge,dakota 4x4,pickup truck: small,3.9,6,M5,X,17.3,11.8,14.8,19,340
2000,dodge,dakota 4x4,pickup truck: small,4.7,8,A4,X,16.5,11.4,14.2,20,327
2000,dodge,dakota 4x4,pickup truck: small,4.7,8,M5,X,17,11.8,14.7,19,338
2000,dodge,dakota 4x4,pickup truck: small,5.9,8,A4,X,20.3,13.4,17.2,16,396
2000,dodge,durango 4x4,pickup truck: small,4.7,8,A4,X,17.4,12,15,19,345
2000,dodge,durango 4x4,pickup truck: small,5.9,8,A4,X,20.3,13.4,17.2,16,396
2000,dodge,durango 5.9 r/t 4x4,pickup truck: small,5.9,8,A4,Z,20.3,13.4,17.2,16,396
2000,dodge,grand caravan,pickup truck: small,3,6,A4,X,13,8.6,11,26,253
2000,dodge,grand caravan,pickup truck: small,3.3,6,A4,X,12.9,8.6,11,26,253
2000,dodge,grand caravan,pickup truck: small,3.8,6,A4,X,13.6,9.1,11.6,24,267
2000,dodge,grand caravan,pickup truck: small,3.8,6,AS4,X,13.9,9.2,11.8,24,271
2000,dodge,grand caravan awd,pickup truck: small,3.8,6,A4,X,14.5,9.5,12.2,23,281
2000,dodge,grand caravan awd,pickup truck: small,3.8,6,AS4,X,14.7,9.6,12.4,23,285
2000,dodge,grand caravan ffv,pickup truck: small,3.3,6,A4,X,12.9,8.6,11,26,253
2000,dodge,grand caravan ffv,pickup truck: small,3.3,6,A4,E,18.7,12.1,15.7,18,251
2000,dodge,ram 1500,pickup truck: small,3.9,6,A4,X,15.6,10.7,13.4,21,308
2000,dodge,ram 1500,pickup truck: small,3.9,6,M5,X,15.7,10.3,13.3,21,306
2000,dodge,ram 1500,pickup truck: small,5.2,8,A4,X,18.1,11.7,15.2,19,350
2000,dodge,ram 1500,pickup truck: small,5.2,8,M5,X,18.3,11.5,15.2,19,350
2000,dodge,ram 1500,pickup truck: small,5.9,8,A4,X,19.5,12,16.1,18,370
2000,dodge,ram 1500 4x4,pickup truck: small,5.2,8,A4,X,19.6,13.3,16.8,17,386
2000,dodge,ram 1500 4x4,pickup truck: small,5.2,8,M5,X,20.1,13,16.9,17,389
2000,dodge,ram 1500 4x4,pickup truck: small,5.9,8,A4,X,19.6,12.6,16.4,17,377
2000,dodge,ram 1500 van,pickup truck: small,3.9,6,A3,X,15.8,12.9,14.5,19,334
2000,dodge,ram 1500 van,pickup truck: small,5.2,8,A4,X,17.7,11.5,14.9,19,343
2000,dodge,ram 1500 van,pickup truck: small,5.9,8,A4,X,18.9,13.2,16.3,17,375
2000,dodge,ram 1500 wagon,pickup truck: small,3.9,6,A3,X,16.5,13.3,15.1,19,347
2000,dodge,ram 1500 wagon,pickup truck: small,5.2,8,A4,X,18.1,11.6,15.2,19,350
2000,dodge,ram 2500 van,pickup truck: small,5.2,8,A4,X,18.1,11.6,15.2,19,350
2000,dodge,ram 2500 van,pickup truck: small,5.9,8,A4,X,19.5,11.9,16.1,18,370
2000,dodge,ram 2500 van ngv,pickup truck: small,5.2,8,A4,N,18.9,13.7,16.6,17,314
2000,dodge,ram 2500 wagon,pickup truck: small,5.2,8,A4,X,19.8,14,17.2,16,396
2000,dodge,ram 2500 wagon,pickup truck: small,5.9,8,A4,X,19.8,12.1,16.3,17,375
2000,dodge,viper gts,pickup truck: small,8,10,M6,Z,19.4,10.2,15.3,18,352
2000,dodge,viper rt/10,pickup truck: small,8,10,M6,Z,19.4,10.2,15.3,18,352
2000,ferrari,360 modena f1,pickup truck: small,3.6,8,AS6,Z,22.4,13.5,18.4,15,423
2000,ferrari,360 modena f1,pickup truck: small,3.6,8,M6,Z,22,13.7,18.3,15,421
2000,ferrari,456 mgt,pickup truck: small,5.5,12,A4,Z,24.4,14.5,19.9,14,458
2000,ferrari,456 mgt,pickup truck: small,5.5,12,M6,Z,24,13.4,19.2,15,442
2000,ferrari,456 mgta,pickup truck: small,5.5,12,A4,Z,24.4,14.5,19.9,14,458
2000,ferrari,456 mgta,pickup truck: small,5.5,12,M6,Z,24,13.4,19.2,15,442
2000,ferrari,550 maranello,pickup truck: small,5.5,12,M6,Z,27.7,16.6,22.7,12,522
2000,ford,cougar,pickup truck: small,2,4,M5,X,9.7,6.4,8.2,34,189
2000,ford,cougar,pickup truck: small,2.5,6,A4,X,11.6,7.6,9.8,29,225
2000,ford,cougar,pickup truck: small,2.5,6,M5,X,11.8,7.5,9.9,29,228
2000,ford,crown victoria,pickup truck: small,4.6,8,A4,X,13.5,8.8,11.4,25,262
2000,ford,e150 club wagon,pickup truck: small,4.2,6,A4,X,17.3,12.4,15.1,19,347
2000,ford,e150 club wagon,pickup truck: small,4.6,8,A4,X,17,11.9,14.7,19,338
2000,ford,e150 club wagon,pickup truck: small,5.4,8,A4,X,18,12.5,15.5,18,356
2000,ford,e150 van,pickup truck: small,4.2,6,A4,X,17.2,12.1,14.9,19,343
2000,ford,e150 van,pickup truck: small,4.6,8,A4,X,16,11.1,13.8,20,317
2000,ford,e150 van,pickup truck: small,5.4,8,A4,X,16.1,11.3,13.9,20,320
2000,ford,e250 van,pickup truck: small,4.2,6,A4,X,17.3,12.3,15,19,345
2000,ford,e250 van,pickup truck: small,5.4,8,A4,X,18.3,12.1,15.5,18,356
2000,ford,escort zx2,pickup truck: small,2,4,A4,X,9.3,6.6,8.1,35,186
2000,ford,escort zx2,pickup truck: small,2,4,M5,X,9.3,6.6,8.1,35,186
2000,ford,expedition,pickup truck: small,4.6,8,A4,X,16,11.1,13.8,20,317
2000,ford,expedition,pickup truck: small,5.4,8,A4,X,18.3,12.1,15.5,18,356
2000,ford,expedition 4x4,pickup truck: small,4.6,8,A4,X,17.4,12.2,15.1,19,347
2000,ford,expedition 4x4,pickup truck: small,5.4,8,A4,X,19.1,13.1,16.4,17,377
2000,ford,explorer,pickup truck: small,4,6,M5,X,13.3,9.5,11.6,24,267
2000,ford,explorer,pickup truck: small,5,8,A4,X,16.6,11.2,14.2,20,327
2000,ford,explorer 4x4,pickup truck: small,4,6,M5,X,14.7,10.6,12.9,22,297
2000,ford,explorer 4x4,pickup truck: small,5,8,A4,X,16.9,11.1,14.3,20,329
2000,ford,explorer ohv,pickup truck: small,4,6,A5,X,15.4,11.6,13.7,21,315
2000,ford,explorer ohv 4x4,pickup truck: small,4,6,A5,X,15.6,11,13.5,21,310
2000,ford,explorer sohc,pickup truck: small,4,6,A5,X,14.8,10.4,12.8,22,294
2000,ford,explorer sohc 4x4,pickup truck: small,4,6,A5,X,15,10.8,13.1,22,301
2000,ford,f150,pickup truck: small,4.2,6,A4,X,15,10.7,13.1,22,301
2000,ford,f150,pickup truck: small,4.2,6,M5,X,14.6,10.4,12.7,22,292
2000,ford,f150,pickup truck: small,4.6,8,A4,X,15.3,10.7,13.2,21,304
2000,ford,f150,pickup truck: small,4.6,8,M5,X,16,10.6,13.6,21,313
2000,ford,f150,pickup truck: small,5.4,8,A4,X,16.1,11.3,13.9,20,320
2000,ford,f150 4x4,pickup truck: small,4.2,6,A4,X,15.6,11.5,13.8,20,317
2000,ford,f150 4x4,pickup truck: small,4.2,6,M5,X,16.2,11.9,14.3,20,329
2000,ford,f150 4x4,pickup truck: small,4.6,8,A4,X,16.7,12,14.6,19,336
2000,ford,f150 4x4,pickup truck: small,4.6,8,M5,X,17,11.7,14.6,19,336
2000,ford,f150 4x4,pickup truck: small,5.4,8,A4,X,18.8,13.3,16.3,17,375
2000,ford,focus sedan,pickup truck: small,2,4,A4,X,9.4,6.9,8.3,34,191
2000,ford,focus sedan,pickup truck: small,2,4,M5,X,9.4,6.5,8.1,35,186
2000,ford,focus wagon,pickup truck: small,2,4,A4,X,9.3,6.8,8.2,34,189
2000,ford,focus wagon,pickup truck: small,2,4,M5,X,9.5,6.4,8.1,35,186
2000,ford,grand marquis,pickup truck: small,4.6,8,A4,X,13.4,8.7,11.3,25,260
2000,ford,mustang,pickup truck: small,3.8,6,A4,X,11.9,7.9,10.1,28,232
2000,ford,mustang,pickup truck: small,3.8,6,M5,X,12.1,7.6,10.1,28,232
2000,ford,mustang,pickup truck: small,4.6,8,A4,X,13.5,9.1,11.5,25,264
2000,ford,mustang,pickup truck: small,4.6,8,M5,X,13.8,8.8,11.6,24,267
2000,ford,mustang #,pickup truck: small,4.6,8,M5,X,14.1,8.9,11.8,24,271
2000,ford,ranger,pickup truck: small,3,6,A4,X,14.1,9.5,12,24,276
2000,ford,ranger,pickup truck: small,3,6,M5,X,14.5,9.6,12.3,23,283
2000,ford,ranger,pickup truck: small,4,6,A5,X,15.3,11.5,13.6,21,313
2000,ford,ranger,pickup truck: small,4,6,M5,X,13.3,9.7,11.7,24,269
2000,ford,ranger 4x4,pickup truck: small,3,6,A4,X,14.7,10.6,12.9,22,297
2000,ford,ranger 4x4,pickup truck: small,3,6,M5,X,13.9,10.1,12.2,23,281
2000,ford,ranger 4x4,pickup truck: small,4,6,A5,X,15.6,11.2,13.6,21,313
2000,ford,ranger 4x4,pickup truck: small,4,6,M5,X,14.8,10.9,13,22,299
2000,ford,taurus,pickup truck: small,3,6,A4,X,12.1,7.7,10.1,28,232
2000,ford,taurus #,pickup truck: small,3,6,A4,X,12,7.7,10.1,28,232
2000,ford,taurus wagon,pickup truck: small,3,6,A4,X,12.6,8.1,10.6,27,244
2000,ford,taurus wagon #,pickup truck: small,3,6,A4,X,12.5,8.1,10.5,27,242
2000,ford,windstar van,pickup truck: small,3,6,A4,X,14,9.3,11.9,24,274
2000,ford,windstar van,pickup truck: small,3.8,6,A4,X,13.3,9.5,11.6,24,267
2000,ford,windstar wagon,pickup truck: small,3,6,A4,X,14,9.3,11.9,24,274
2000,ford,windstar wagon,pickup truck: small,3.8,6,A4,X,13.9,9.4,11.9,24,274
2000,gmc,c1500 sierra,pickup truck: small,4.3,6,A4,X,15.9,11.9,14.1,20,324
2000,gmc,c1500 sierra,pickup truck: small,4.3,6,M5,X,16.7,12.3,14.7,19,338
2000,gmc,c1500 sierra,pickup truck: small,4.8,8,A4,X,14.6,10.5,12.8,22,294
2000,gmc,c1500 sierra,pickup truck: small,4.8,8,M5,X,17.1,11,14.4,20,331
2000,gmc,c1500 sierra,pickup truck: small,5.3,8,A4,X,15,10.8,13.1,22,301
2000,gmc,c1500 yukon,pickup truck: small,4.8,8,A4,X,16.9,12.7,15,19,345
2000,gmc,c1500 yukon,pickup truck: small,5.3,8,A4,X,17.1,12.5,15,19,345
2000,gmc,c1500 yukon xl,pickup truck: small,5.3,8,A4,X,17.1,12.5,15,19,345
2000,gmc,c2500 sierra,pickup truck: small,5.3,8,A4,X,16.1,12,14.3,20,329
2000,gmc,c2500 sierra,pickup truck: small,6,8,A4,X,19.4,13.5,16.7,17,384
2000,gmc,g15/g25 savana cargo,pickup truck: small,4.3,6,A4,X,16,11.9,14.2,20,327
2000,gmc,g15/g25 savana cargo,pickup truck: small,5,8,A4,X,16.4,11.8,14.3,20,329
2000,gmc,g15/g25 savana cargo,pickup truck: small,5.7,8,A4,X,17.3,12.7,15.2,19,350
2000,gmc,g1500/g2500 savana passenger,pickup truck: small,4.3,6,A4,X,16.5,12.2,14.6,19,336
2000,gmc,g1500/g2500 savana passenger,pickup truck: small,5,8,A4,X,16.5,12,14.5,19,334
2000,gmc,g1500/g2500 savana passenger,pickup truck: small,5.7,8,A4,X,18.7,13.6,16.4,17,377
2000,gmc,jimmy,pickup truck: small,4.3,6,A4,X,14.5,10.8,12.8,22,294
2000,gmc,jimmy,pickup truck: small,4.3,6,M5,X,14.6,9.9,12.5,23,288
2000,gmc,jimmy 4x4,pickup truck: small,4.3,6,A4,X,15.3,11.1,13.4,21,308
2000,gmc,jimmy 4x4,pickup truck: small,4.3,6,M5,X,16.9,12.4,14.9,19,343
